CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Voucher
16809.0,99,149,9146.9,4,5,3,453,Other,15
16810.0,268,15,3095.4,1,2,2,122,Low Value,10
16811.0,92,28,5470.7,4,2,3,423,Other,15
16812.0,9,15,4793.5,5,2,2,522,Recent,50
16813.0,126,449,16929.8,3,5,4,354,Other,15
16814.0,18,324,65091.0,5,5,5,555,High Value,100
16816.0,6,28,4170.6,5,2,2,522,Recent,50
16817.0,8,86,16047.5,5,4,4,544,High Value,100
16818.0,86,189,33495.7,4,5,5,455,High Value,100
16820.0,171,26,4976.1,2,2,3,223,Other,15
16823.0,303,38,3583.8,1,3,2,132,Other,15
16824.0,91,26,4606.4,4,2,2,422,Recent,50
16825.0,114,28,7751.8,3,2,3,323,Other,15
16826.0,127,22,3417.0,3,2,2,322,Other,15
16828.0,169,8,1285.0,2,1,1,211,Low Value,10
16829.0,232,11,1972.2,1,1,1,111,Low Value,10
16830.0,114,23,3259.1,3,2,2,322,Other,15
16832.0,260,12,1991.5,1,1,1,111,Low Value,10
16833.0,363,47,11065.3,1,3,4,134,Other,15
16834.0,303,24,4134.6,1,2,2,122,Low Value,10
16835.0,21,10,1808.5,5,1,1,511,Recent,50
16836.0,115,11,2518.7,3,1,2,312,Other,15
16837.0,107,165,31709.8,3,5,5,355,Other,15
16838.0,273,25,5888.5,1,2,3,123,Other,15
16839.0,18,256,157539.69999999998,5,5,5,555,High Value,100
16841.0,113,116,18698.2,3,4,4,344,Other,15
16842.0,176,63,12641.9,2,4,4,244,Frequent,70
16843.0,118,378,101965.7,3,5,5,355,Other,15
16846.0,126,11,2143.2,3,1,1,311,Other,15
16847.0,119,12,1934.4,3,1,1,311,Other,15
16848.0,128,14,2814.2,3,2,2,322,Other,15
16849.0,262,8,1245.7,1,1,1,111,Low Value,10
16850.0,409,19,3324.1,1,2,2,122,Low Value,10
16851.0,118,20,3424.5,3,2,2,322,Other,15
16852.0,86,9,1449.1,4,1,1,411,Recent,50
16855.0,99,19,3284.0,4,2,2,422,Recent,50
16856.0,90,2,354.0,4,1,1,411,Recent,50
16858.0,17,10,3756.9,5,1,2,512,Recent,50
16859.0,220,52,7478.1,2,3,3,233,Other,15
16861.0,135,6,1737.6,3,1,1,311,Other,15
16863.0,15,26,5028.0,5,2,3,523,Other,15
16866.0,216,11,2077.4,2,1,1,211,Low Value,10
16869.0,98,128,8254.2,4,5,3,453,Other,15
16871.0,97,114,24200.5,4,4,5,445,High Value,100
16872.0,154,7,6800.2,2,1,3,213,Other,15
16873.0,13,279,71236.2,5,5,5,555,High Value,100
16875.0,144,112,20955.3,2,4,5,245,Frequent,70
16877.0,88,159,8537.2,4,5,3,453,Other,15
16878.0,159,3,133.0,2,1,1,211,Low Value,10
16880.0,106,178,15190.8,3,5,4,354,Other,15
16881.0,142,1,4320.0,2,1,2,212,Low Value,10
16882.0,142,39,7051.2,2,3,3,233,Other,15
16883.0,21,38,2767.3,5,3,2,532,Other,15
16884.0,113,26,4298.4,3,2,2,322,Other,15
16885.0,5,101,4715.1,5,4,2,542,Other,15
16887.0,111,37,1948.8,3,3,1,331,Other,15
16889.0,270,135,15786.7,1,5,4,154,Frequent,70
16891.0,21,203,8097.0,5,5,3,553,Other,15
16892.0,91,99,5255.4,4,4,3,443,Other,15
16893.0,15,45,1459.3,5,3,1,531,Other,15
16895.0,140,69,2191.4,2,4,1,241,Other,15
16897.0,376,37,2897.8,1,3,2,132,Other,15
16898.0,17,162,5088.1,5,5,3,553,Other,15
16899.0,9,125,12815.6,5,5,4,554,High Value,100
16900.0,93,79,8871.1,4,4,3,443,Other,15
16902.0,192,44,17068.8,2,3,4,234,Other,15
16903.0,105,60,3732.4,3,4,2,342,Other,15
16904.0,16,710,37542.7,5,5,5,555,High Value,100
16905.0,21,208,31024.3,5,5,5,555,High Value,100
16906.0,157,93,5797.7,2,4,3,243,Other,15
16907.0,13,151,9816.5,5,5,4,554,High Value,100
16909.0,147,18,3791.4,2,2,2,222,Low Value,10
16910.0,85,547,15100.6,4,5,4,454,High Value,100
16912.0,104,101,25753.8,3,4,5,345,Other,15
16913.0,366,8,1134.4,1,1,1,111,Low Value,10
16914.0,113,38,2084.6,3,3,1,331,Other,15
16915.0,84,57,6216.8,4,3,3,433,Other,15
16916.0,21,143,5762.6,5,5,3,553,Other,15
16917.0,380,9,3915.2,1,1,2,112,Low Value,10
16918.0,125,128,10688.2,3,5,4,354,Other,15
16919.0,9,327,25964.5,5,5,5,555,High Value,100
16921.0,137,60,1697.9,3,4,1,341,Other,15
16923.0,21,672,72476.1,5,5,5,555,High Value,100
16924.0,97,83,8467.5,4,4,3,443,Other,15
16926.0,21,14,2302.5,5,2,1,521,Recent,50
16927.0,11,6,5430.5,5,1,3,513,Other,15
16928.0,22,209,28476.0,5,5,5,555,High Value,100
16929.0,93,77,12953.9,4,4,4,444,High Value,100
16930.0,103,54,3805.5,4,3,2,432,Other,15
16931.0,6,898,46042.2,5,5,5,555,High Value,100
16932.0,129,53,1619.4,3,3,1,331,Other,15
16933.0,315,44,5632.3,1,3,3,133,Other,15
16934.0,130,62,9509.3,3,4,4,344,Other,15
16936.0,101,57,2626.8,4,3,2,432,Other,15
16938.0,256,241,27363.8,1,5,5,155,Frequent,70
16940.0,128,305,30498.8,3,5,5,355,Other,15
16942.0,88,281,19205.9,4,5,4,454,High Value,100
16943.0,297,33,8167.3,1,3,3,133,Other,15
16945.0,6,229,40584.6,5,5,5,555,High Value,100
16947.0,311,21,4064.8,1,2,2,122,Low Value,10
16948.0,214,19,4350.2,2,2,2,222,Low Value,10
16949.0,116,51,11584.800000000001,3,3,4,334,Other,15
16950.0,16,42,11785.6,5,3,4,534,Other,15
16951.0,210,86,12777.5,2,4,4,244,Frequent,70
16952.0,185,16,1676.1,2,2,1,221,Low Value,10
16953.0,106,1,208.0,3,1,1,311,Other,15
16954.0,8,51,19047.0,5,3,4,534,Other,15
16955.0,17,25,5186.7,5,2,3,523,Other,15
16956.0,93,16,3087.4,4,2,2,422,Recent,50
16957.0,315,16,4166.4,1,2,2,122,Low Value,10
16959.0,164,7,1173.5,2,1,1,211,Low Value,10
16960.0,114,101,5070.5,3,4,3,343,Other,15
16961.0,192,14,2341.7,2,2,1,221,Low Value,10
16963.0,263,7,1105.5,1,1,1,111,Low Value,10
16965.0,302,26,2011.9,1,2,1,121,Low Value,10
16966.0,91,28,21549.7,4,2,5,425,Other,15
16967.0,266,21,3190.2,1,2,2,122,Low Value,10
16968.0,183,31,4394.3,2,3,2,232,Other,15
16969.0,115,42,6504.1,3,3,3,333,Other,15
16971.0,114,41,3572.1,3,3,2,332,Other,15
16976.0,370,2,2515.2,1,1,2,112,Low Value,10
16978.0,154,39,3443.3,2,3,2,232,Other,15
16979.0,93,89,18520.0,4,4,4,444,High Value,100
16980.0,367,78,7323.6,1,4,3,143,Other,15
16982.0,136,22,3840.6,3,2,2,322,Other,15
16983.0,18,148,19312.5,5,5,4,554,High Value,100
16984.0,174,407,44813.5,2,5,5,255,Frequent,70
16985.0,7,120,54641.2,5,5,5,555,High Value,100
16986.0,105,3,18732.0,3,1,4,314,Other,15
16987.0,117,129,16250.5,3,5,4,354,Other,15
16988.0,384,7,1261.2,1,1,1,111,Low Value,10
16989.0,90,12,11332.5,4,1,4,414,Other,15
16990.0,294,1,1789.9999999999998,1,1,1,111,Low Value,10
16992.0,86,93,16143.1,4,4,4,444,High Value,100
16996.0,2,37,14569.6,5,3,4,534,Other,15
16997.0,363,12,7020.0,1,1,3,113,Other,15
16998.0,226,4,2950.0,2,1,2,212,Low Value,10
16999.0,99,23,4848.2,4,2,2,422,Recent,50
17001.0,7,169,39895.7,5,5,5,555,High Value,100
17002.0,161,49,14937.3,2,3,4,234,Other,15
17004.0,122,44,14129.4,3,3,4,334,Other,15
17006.0,94,44,7817.8,4,3,3,433,Other,15
17007.0,6,52,8899.3,5,3,3,533,Other,15
17010.0,94,11,1953.6,4,1,1,411,Recent,50
17011.0,106,15,2709.0,3,2,2,322,Other,15
17014.0,108,74,5863.3,3,4,3,343,Other,15
17015.0,104,217,18425.6,3,5,4,354,Other,15
17017.0,9,252,86942.6,5,5,5,555,High Value,100
17018.0,116,16,9201.0,3,2,3,323,Other,15
17019.0,17,234,12726.1,5,5,4,554,High Value,100
17022.0,106,7,710.0,3,1,1,311,Other,15
17024.0,121,3,958.5,3,1,1,311,Other,15
17025.0,22,9,3577.7,5,1,2,512,Recent,50
17026.0,18,4,1548.3,5,1,1,511,Recent,50
17027.0,154,153,8902.9,2,5,3,253,Other,15
17029.0,186,2,7159.999999999999,2,1,3,213,Other,15
17030.0,139,11,1468.7,3,1,1,311,Other,15
17031.0,87,22,3803.5,4,2,2,422,Recent,50
17033.0,8,28,10301.4,5,2,4,524,Other,15
17034.0,93,30,7455.2,4,3,3,433,Other,15
17035.0,321,28,4335.3,1,2,2,122,Low Value,10
17037.0,164,75,12673.2,2,4,4,244,Frequent,70
17038.0,106,22,1124.0,3,2,1,321,Other,15
17040.0,213,15,4497.3,2,2,2,222,Low Value,10
17041.0,9,70,10815.7,5,4,4,544,High Value,100
17042.0,197,98,10443.8,2,4,4,244,Frequent,70
17043.0,108,102,17351.8,3,4,4,344,Other,15
17044.0,101,6,9484.8,4,1,4,414,Other,15
17045.0,188,22,3394.4,2,2,2,222,Low Value,10
17046.0,233,22,6420.2,1,2,3,123,Other,15
17047.0,161,65,11009.0,2,4,4,244,Frequent,70
17048.0,193,43,9253.5,2,3,3,233,Other,15
17049.0,97,318,56599.8,4,5,5,455,High Value,100
17050.0,172,316,32288.4,2,5,5,255,Frequent,70
17051.0,270,43,2471.4,1,3,1,131,Other,15
17052.0,104,92,4137.5,3,4,2,342,Other,15
17053.0,206,13,4984.8,2,1,3,213,Other,15
17054.0,104,83,13563.3,3,4,4,344,Other,15
17058.0,157,62,11798.9,2,4,4,244,Frequent,70
17059.0,18,516,30950.4,5,5,5,555,High Value,100
17060.0,370,5,2342.3999999999996,1,1,1,111,Low Value,10
17061.0,149,99,52322.3,2,4,5,245,Frequent,70
17062.0,7,70,5383.7,5,4,3,543,Other,15
17063.0,97,78,14611.4,4,4,4,444,High Value,100
17064.0,144,62,8593.5,2,4,3,243,Other,15
17068.0,7,296,45521.4,5,5,5,555,High Value,100
17069.0,3,143,27097.0,5,5,5,555,High Value,100
17070.0,189,64,3121.4,2,4,2,242,Other,15
17071.0,103,118,22242.5,4,4,5,445,High Value,100
17073.0,93,174,14460.9,4,5,4,454,High Value,100
17075.0,93,61,7006.5,4,4,3,443,Other,15
17076.0,13,25,8410.8,5,2,3,523,Other,15
17078.0,112,28,3782.0,3,2,2,322,Other,15
17079.0,154,2,1188.0,2,1,1,211,Low Value,10
17080.0,98,8,2876.2,4,1,2,412,Recent,50
17081.0,101,64,2901.6,4,4,2,442,Other,15
17082.0,109,81,20038.5,3,4,4,344,Other,15
17083.0,185,52,14057.8,2,3,4,234,Other,15
17084.0,111,162,29497.5,3,5,5,355,Other,15
17085.0,3,187,15666.5,5,5,4,554,High Value,100
17086.0,100,96,20500.8,4,4,5,445,High Value,100
17088.0,104,60,9751.8,3,4,4,344,Other,15
17090.0,3,63,20439.5,5,4,5,545,High Value,100
17091.0,16,195,38277.6,5,5,5,555,High Value,100
17092.0,125,125,17777.8,3,5,4,354,Other,15
17094.0,398,14,3020.0,1,2,2,122,Low Value,10
17095.0,98,74,13241.6,4,4,4,444,High Value,100
17096.0,91,48,10221.3,4,3,4,434,Other,15
17097.0,14,211,9544.2,5,5,4,554,High Value,100
17100.0,93,65,9717.4,4,4,4,444,High Value,100
17101.0,86,42,16217.3,4,3,4,434,Other,15
17102.0,366,1,255.0,1,1,1,111,Low Value,10
17105.0,236,90,6657.8,1,4,3,143,Other,15
17107.0,109,418,108154.3,3,5,5,355,Other,15
17109.0,104,117,8850.4,3,4,3,343,Other,15
17110.0,241,12,1633.0,1,1,1,111,Low Value,10
17111.0,124,30,2486.1,3,3,1,331,Other,15
17114.0,109,127,8086.2,3,5,3,353,Other,15
17115.0,258,39,8375.0,1,3,3,133,Other,15
17117.0,364,9,1162.0,1,1,1,111,Low Value,10
17118.0,393,10,1570.2,1,1,1,111,Low Value,10
17119.0,135,35,6069.1,3,3,3,333,Other,15
17120.0,309,18,3074.6,1,2,2,122,Low Value,10
17122.0,205,7,1383.2,2,1,1,211,Low Value,10
17123.0,237,9,3453.0,1,1,2,112,Low Value,10
17124.0,261,32,2988.9,1,3,2,132,Other,15
17125.0,126,40,2593.5,3,3,2,332,Other,15
17126.0,21,260,10047.5,5,5,4,554,High Value,100
17128.0,410,14,1570.9,1,2,1,121,Low Value,10
17131.0,109,134,24631.7,3,5,5,355,Other,15
17133.0,91,27,48922.4,4,2,5,425,Other,15
17134.0,182,24,4250.0,2,2,2,222,Low Value,10
17135.0,21,52,11397.3,5,3,4,534,Other,15
17138.0,379,24,3805.0,1,2,2,122,Low Value,10
17139.0,91,478,106684.7,4,5,5,455,High Value,100
17140.0,323,20,4653.2,1,2,2,122,Low Value,10
17142.0,314,15,5790.0,1,2,3,123,Other,15
17144.0,160,48,9845.7,2,3,4,234,Other,15
17146.0,7,35,7497.8,5,3,3,533,Other,15
17147.0,98,81,17145.9,4,4,4,444,High Value,100
17148.0,127,9,1248.8,3,1,1,311,Other,15
17152.0,270,14,16895.0,1,2,4,124,Other,15
17153.0,100,14,2137.8,4,2,1,421,Recent,50
17154.0,151,23,3293.4,2,2,2,222,Low Value,10
17155.0,93,20,2517.0,4,2,2,422,Recent,50
17157.0,252,13,3190.0,1,1,2,112,Low Value,10
17158.0,9,67,12669.7,5,4,4,544,High Value,100
17159.0,97,101,15388.8,4,4,4,444,High Value,100
17160.0,107,229,35180.3,3,5,5,355,Other,15
17162.0,104,104,17154.6,3,4,4,344,Other,15
17163.0,97,5,2931.0,4,1,2,412,Recent,50
17164.0,108,144,24673.5,3,5,5,355,Other,15
17165.0,359,10,1586.8,1,1,1,111,Low Value,10
17166.0,114,12,2063.4,3,1,1,311,Other,15
17169.0,134,54,8357.8,3,3,3,333,Other,15
17171.0,365,16,2249.1,1,2,1,121,Low Value,10
17172.0,154,15,3177.6,2,2,2,222,Low Value,10
17173.0,86,86,37666.0,4,4,5,445,High Value,100
17174.0,293,4,599.0,1,1,1,111,Low Value,10
17175.0,120,63,14436.9,3,4,4,344,Other,15
17176.0,277,15,3061.3,1,2,2,122,Low Value,10
17179.0,11,80,7117.9,5,4,3,543,Other,15
17180.0,132,128,7960.3,3,5,3,353,Other,15
17181.0,22,23,2399.2,5,2,1,521,Recent,50
17183.0,98,73,33473.1,4,4,5,445,High Value,100
17186.0,122,2,1440.0,3,1,1,311,Other,15
17187.0,302,10,2039.5,1,1,1,111,Low Value,10
17188.0,21,84,24742.3,5,4,5,545,High Value,100
17189.0,7,61,3844.0,5,4,2,542,Other,15
17190.0,144,19,4447.4,2,2,2,222,Low Value,10
17191.0,17,237,20951.3,5,5,5,555,High Value,100
17193.0,111,32,16993.0,3,3,4,334,Other,15
17194.0,9,29,2626.2,5,3,2,532,Other,15
17197.0,105,29,10130.1,3,3,4,334,Other,15
17198.0,14,96,6922.2,5,4,3,543,Other,15
17201.0,129,40,3426.2999999999997,3,3,2,332,Other,15
17203.0,111,152,35638.5,3,5,5,355,Other,15
17204.0,251,57,15645.6,1,3,4,134,Other,15
17205.0,129,13,3840.8,3,1,2,312,Other,15
17206.0,129,7,2042.4,3,1,1,311,Other,15
17211.0,2,211,23172.2,5,5,5,555,High Value,100
17213.0,2,157,27812.3,5,5,5,555,High Value,100
17214.0,8,103,10691.2,5,4,4,544,High Value,100
17217.0,309,9,1135.0,1,1,1,111,Low Value,10
17218.0,4,274,19607.2,5,5,4,554,High Value,100
17219.0,107,25,1142.3,3,2,1,321,Other,15
17220.0,13,408,27805.0,5,5,5,555,High Value,100
17221.0,112,63,3351.2999999999997,3,4,2,342,Other,15
17222.0,141,28,3541.5,2,2,2,222,Low Value,10
17223.0,17,49,4267.9,5,3,2,532,Other,15
17226.0,384,21,3934.9,1,2,2,122,Low Value,10
17227.0,17,47,9393.2,5,3,3,533,Other,15
17228.0,16,208,19060.9,5,5,4,554,High Value,100
17229.0,172,47,3187.6,2,3,2,232,Other,15
17230.0,3,69,36384.1,5,4,5,545,High Value,100
17231.0,11,541,31743.2,5,5,5,555,High Value,100
17232.0,90,36,4215.2,4,3,2,432,Other,15
17233.0,111,25,1908.8,3,2,1,321,Other,15
17234.0,258,14,1498.9,1,2,1,121,Low Value,10
17235.0,21,29,5500.6,5,3,3,533,Other,15
17236.0,21,105,9161.3,5,4,3,543,Other,15
17237.0,87,19,3146.9,4,2,2,422,Recent,50
17238.0,21,566,37446.5,5,5,5,555,High Value,100
17239.0,388,15,3825.0,1,2,2,122,Low Value,10
17242.0,185,40,11350.4,2,3,4,234,Other,15
17243.0,4,400,86768.5,5,5,5,555,High Value,100
17244.0,129,31,9549.0,3,3,4,334,Other,15
17245.0,280,9,1714.5,1,1,1,111,Low Value,10
17247.0,91,55,2821.9,4,3,2,432,Other,15
17248.0,196,69,3186.5,2,4,2,242,Other,15
17250.0,365,57,3845.2,1,3,2,132,Other,15
17251.0,21,39,2832.8,5,3,2,532,Other,15
17252.0,192,87,3538.6,2,4,2,242,Other,15
17253.0,94,18,1782.6,4,2,1,421,Recent,50
17254.0,91,112,2724.4,4,4,2,442,Other,15
17255.0,116,78,2984.1,3,4,2,342,Other,15
17256.0,183,16,2400.0,2,2,1,221,Low Value,10
17259.0,17,124,6033.7,5,5,3,553,Other,15
17262.0,15,12,12533.6,5,1,4,514,Other,15
17263.0,284,23,634.4,1,2,1,121,Low Value,10
17265.0,214,127,5629.0,2,5,3,253,Other,15
17266.0,223,80,3106.4,2,4,2,242,Other,15
17267.0,202,38,3176.2,2,3,2,232,Other,15
17268.0,183,6,7636.400000000001,2,1,3,213,Other,15
17272.0,117,114,21486.3,3,4,5,345,Other,15
17274.0,111,27,1119.8,3,2,1,321,Other,15
17277.0,303,69,10653.5,1,4,4,144,Frequent,70
17278.0,327,15,2460.4,1,2,1,121,Low Value,10
17279.0,134,9,1878.3,3,1,1,311,Other,15
17282.0,206,94,17034.1,2,4,4,244,Frequent,70
17284.0,136,292,16525.8,3,5,4,354,Other,15
17286.0,97,45,1539.2,4,3,1,431,Other,15
17287.0,16,124,10641.1,5,5,4,554,High Value,100
17288.0,7,142,14197.3,5,5,4,554,High Value,100
17289.0,107,111,9444.1,3,4,4,344,Other,15
17290.0,93,102,5252.4,4,4,3,443,Other,15
17291.0,384,1,5508.0,1,1,3,113,Other,15
17293.0,11,135,18751.1,5,5,4,554,High Value,100
17295.0,104,69,5569.5,3,4,3,343,Other,15
17297.0,93,51,1317.8,4,3,1,431,Other,15
17298.0,176,30,4984.2,2,3,3,233,Other,15
17299.0,87,57,6691.1,4,3,3,433,Other,15
17301.0,97,66,1976.3,4,4,1,441,Other,15
17302.0,90,79,11356.3,4,4,4,444,High Value,100
17303.0,11,53,2500.4,5,3,2,532,Other,15
17306.0,2,62,80820.7,5,4,5,545,High Value,100
17309.0,171,12,827.5,2,1,1,211,Low Value,10
17311.0,154,55,13848.5,2,3,4,234,Other,15
17312.0,214,14,6443.0,2,2,3,223,Other,15
17313.0,107,24,23288.4,3,2,5,325,Other,15
17314.0,100,131,25279.2,4,5,5,455,High Value,100
17315.0,6,450,59442.3,5,5,5,555,High Value,100
17317.0,121,9,26003.399999999998,3,1,5,315,Other,15
17320.0,17,73,12006.2,5,4,4,544,High Value,100
17321.0,144,107,7008.6,2,4,3,243,Other,15
17323.0,90,200,9210.7,4,5,3,453,Other,15
17324.0,15,50,9902.3,5,3,4,534,Other,15
17325.0,384,6,968.0,1,1,1,111,Low Value,10
17329.0,90,33,5231.1,4,3,3,433,Other,15
17330.0,98,6,3639.0,4,1,2,412,Recent,50
17331.0,199,1,1752.0,2,1,1,211,Low Value,10
17333.0,161,28,4942.5,2,2,3,223,Other,15
17334.0,378,11,3070.2,1,1,2,112,Low Value,10
17337.0,227,543,20278.7,2,5,4,254,Frequent,70
17338.0,11,753,66439.3,5,5,5,555,High Value,100
17339.0,14,9,2433.6,5,1,1,511,Recent,50
17340.0,2,407,123532.9,5,5,5,555,High Value,100
17341.0,15,183,7813.6,5,5,3,553,Other,15
17343.0,4,17,1936.4,5,2,1,521,Recent,50
17344.0,122,32,1605.7,3,3,1,331,Other,15
17345.0,91,87,5377.4,4,4,3,443,Other,15
17346.0,8,500,26765.6,5,5,5,555,High Value,100
17347.0,162,1,2289.6,2,1,1,211,Low Value,10
17348.0,90,215,11595.2,4,5,4,454,High Value,100
17349.0,256,9,1107.5,1,1,1,111,Low Value,10
17350.0,121,71,12860.7,3,4,4,344,Other,15
17351.0,112,27,5871.5,3,2,3,323,Other,15
17353.0,204,8,17400.0,2,1,4,214,Other,15
17354.0,126,16,13930.6,3,2,4,324,Other,15
17356.0,387,19,1782.2,1,2,1,121,Low Value,10
17357.0,99,45,3881.4,4,3,2,432,Other,15
17358.0,4,59,3658.5,5,4,2,542,Other,15
17359.0,87,15,1278.6000000000001,4,2,1,421,Recent,50
17360.0,93,132,5857.9,4,5,3,453,Other,15
17361.0,125,29,4882.0,3,3,2,332,Other,15
17362.0,315,35,3122.3,1,3,2,132,Other,15
17364.0,91,388,42337.3,4,5,5,455,High Value,100
17365.0,88,403,42579.6,4,5,5,455,High Value,100
17367.0,314,34,1684.0,1,3,1,131,Other,15
17368.0,99,111,19126.7,4,4,4,444,High Value,100
17370.0,148,33,4461.8,2,3,2,232,Other,15
17371.0,11,87,4238.9,5,4,2,542,Other,15
17372.0,9,253,13426.8,5,5,4,554,High Value,100
17373.0,116,57,6469.2,3,3,3,333,Other,15
17374.0,294,28,4957.7,1,2,3,123,Other,15
17375.0,11,69,4001.0,5,4,2,542,Other,15
17376.0,146,24,2032.0,2,2,1,221,Low Value,10
17377.0,5,405,37833.6,5,5,5,555,High Value,100
17379.0,87,83,4046.6,4,4,2,442,Other,15
17381.0,17,109,202756.1,5,4,5,545,High Value,100
17382.0,141,2,654.0,2,1,1,211,Low Value,10
17383.0,382,51,1992.9,1,3,1,131,Other,15
17384.0,95,15,3364.0,4,2,2,422,Recent,50
17385.0,90,47,2611.1,4,3,2,432,Other,15
17386.0,175,28,26864.199999999997,2,2,5,225,Other,15
17387.0,95,78,7841.1,4,4,3,443,Other,15
17388.0,154,15,12595.599999999999,2,2,4,224,Other,15
17389.0,90,213,318336.8,4,5,5,455,High Value,100
17391.0,239,3,5088.0,1,1,3,113,Other,15
17392.0,6,62,4579.1,5,4,2,542,Other,15
17394.0,295,4,2038.7,1,1,1,111,Low Value,10
17396.0,21,27,73308.0,5,2,5,525,Other,15
17397.0,98,92,6964.1,4,4,3,443,Other,15
17398.0,190,19,3477.0,2,2,2,222,Low Value,10
17400.0,1,153,14853.6,5,5,4,554,High Value,100
17402.0,18,59,26338.5,5,4,5,545,High Value,100
17403.0,113,33,2816.2,3,3,2,332,Other,15
17404.0,6,198,319068.2,5,5,5,555,High Value,100
17405.0,148,82,10314.1,2,4,4,244,Frequent,70
17406.0,15,113,22004.2,5,4,5,545,High Value,100
17408.0,239,2,326.5,1,1,1,111,Low Value,10
17409.0,260,13,7718.5,1,1,3,113,Other,15
17410.0,93,64,12147.2,4,4,4,444,High Value,100
17411.0,88,41,7789.4,4,3,3,433,Other,15
17412.0,6,66,12580.6,5,4,4,544,High Value,100
17414.0,119,6,7780.0,3,1,3,313,Other,15
17415.0,155,14,5078.4,2,2,3,223,Other,15
17416.0,105,269,68934.2,3,5,5,355,Other,15
17418.0,118,30,4634.6,3,3,2,332,Other,15
17419.0,16,206,42265.7,5,5,5,555,High Value,100
17420.0,22,30,5988.3,5,3,3,533,Other,15
17422.0,93,117,19793.7,4,4,4,444,High Value,100
17423.0,122,26,6984.1,3,2,3,323,Other,15
17425.0,95,43,7591.7,4,3,3,433,Other,15
17426.0,167,271,50372.6,2,5,5,255,Frequent,70
17427.0,147,2,1008.0,2,1,1,211,Low Value,10
17428.0,11,299,168123.3,5,5,5,555,High Value,100
17429.0,205,39,5249.2,2,3,3,233,Other,15
17430.0,14,14,2657.6,5,2,2,522,Recent,50
17431.0,389,43,4033.0,1,3,2,132,Other,15
17432.0,93,48,3657.6,4,3,2,432,Other,15
17433.0,174,54,3031.6,2,3,2,232,Other,15
17434.0,85,134,23738.2,4,5,5,455,High Value,100
17436.0,302,9,2163.0,1,1,1,111,Low Value,10
17440.0,232,5,1864.2,1,1,1,111,Low Value,10
17442.0,113,135,22485.6,3,5,5,355,Other,15
17443.0,295,1,5342.4,1,1,3,113,Other,15
17444.0,223,135,29400.4,2,5,5,255,Frequent,70
17446.0,252,9,1209.0,1,1,1,111,Low Value,10
17447.0,116,36,5415.3,3,3,3,333,Other,15
17449.0,8,277,25208.6,5,5,5,555,High Value,100
17450.0,16,337,1945507.9,5,5,5,555,High Value,100
17451.0,91,100,17214.0,4,4,4,444,High Value,100
17453.0,93,19,4867.2,4,2,2,422,Recent,50
17454.0,8,61,5175.3,5,4,3,543,Other,15
17455.0,279,8,1317.0,1,1,1,111,Low Value,10
17456.0,14,17,2498.6,5,2,1,521,Recent,50
17457.0,202,19,17377.0,2,2,4,224,Other,15
17458.0,91,54,3165.0,4,3,2,432,Other,15
17459.0,119,111,6573.0,3,4,3,343,Other,15
17460.0,21,29,6224.3,5,3,3,533,Other,15
17461.0,98,111,7574.6,4,4,3,443,Other,15
17462.0,136,27,6756.9,3,2,3,323,Other,15
17463.0,93,215,18964.1,4,5,4,454,High Value,100
17464.0,234,9,2899.6,1,1,2,112,Low Value,10
17466.0,86,41,7632.8,4,3,3,433,Other,15
17468.0,86,5,1370.0,4,1,1,411,Recent,50
17469.0,93,88,18709.7,4,4,4,444,High Value,100
17470.0,16,78,11250.7,5,4,4,544,High Value,100
17472.0,267,181,7102.9,1,5,3,153,Other,15
17475.0,155,14,1943.7,2,2,1,221,Low Value,10
17480.0,154,29,5118.2,2,3,3,233,Other,15
17481.0,91,82,12555.9,4,4,4,444,High Value,100
17483.0,141,21,4140.4,2,2,2,222,Low Value,10
17486.0,366,24,3968.7,1,2,2,122,Low Value,10
17489.0,144,29,3766.4,2,3,2,232,Other,15
17490.0,139,76,20923.2,3,4,5,345,Other,15
17491.0,16,109,35588.7,5,4,5,545,High Value,100
17492.0,324,12,3745.7,1,1,2,112,Low Value,10
17495.0,114,27,4975.6,3,2,3,323,Other,15
17496.0,7,10,2710.5,5,1,2,512,Recent,50
17498.0,151,17,2722.2,2,2,2,222,Low Value,10
17499.0,366,40,6228.8,1,3,3,133,Other,15
17500.0,93,5,11380.0,4,1,4,414,Other,15
17501.0,297,18,2886.0,1,2,2,122,Low Value,10
17502.0,85,28,6891.0,4,2,3,423,Other,15
17503.0,114,38,5589.6,3,3,3,333,Other,15
17504.0,282,127,29970.3,1,5,5,155,Frequent,70
17505.0,237,52,11458.4,1,3,4,134,Other,15
17506.0,151,14,3022.0,2,2,2,222,Low Value,10
17507.0,366,88,6055.8,1,4,3,143,Other,15
17508.0,384,22,3873.1,1,2,2,122,Low Value,10
17509.0,134,366,61151.4,3,5,5,355,Other,15
17510.0,100,20,3084.8,4,2,2,422,Recent,50
17511.0,8,960,908042.0,5,5,5,555,High Value,100
17512.0,104,105,29249.9,3,4,5,345,Other,15
17513.0,147,6,5132.0,2,1,3,213,Other,15
17514.0,205,40,2086.5,2,3,1,231,Other,15
17515.0,107,87,6390.2,3,4,3,343,Other,15
17516.0,90,137,7680.8,4,5,3,453,Other,15
17517.0,384,11,1539.4,1,1,1,111,Low Value,10
17519.0,17,82,18440.2,5,4,4,544,High Value,100
